"","b","p","call"
"26",-0.137258194095509,9.67262863769086e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"27",-0.137306984022524,9.62988062670166e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"28",-0.13727138202596,9.61665841390804e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"29",-0.13802647083278,9.89139916741762e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"30",-0.137090942243819,9.61840324028898e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"31",-0.137341706524472,9.54748676197578e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"32",-0.13752338706102,9.64417772268675e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"33",-0.137112568084446,9.64696379800749e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"34",-0.137364338994366,9.63888533359255e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"35",-0.136844200164675,9.68849130706253e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"36",-0.137520886889134,9.62454605729235e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"37",-0.137236442334506,9.60454061716318e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"38",-0.137293329969313,9.61886990515036e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"39",-0.137008597153071,9.64621668073204e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"40",-0.1367871135357,9.70121112445173e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"41",-0.137356838670539,9.60760514872635e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"42",-0.137465581691617,9.61044264116049e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"43",-0.137425909151529,9.60246201480003e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"44",-0.137453865778657,9.65838092997724e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"45",-0.136835622203749,9.67305952988934e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"46",-0.137534084044377,9.68812694264164e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"47",-0.137549728907971,9.65742976988059e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"48",-0.136942831085563,9.66841730965583e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"49",-0.136694732067946,9.72650616423993e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"50",-0.137479190234348,9.67767440626302e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"51",-0.136595409334596,9.74979741314853e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"52",-0.136622358199952,9.76849686250104e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"53",-0.13750038036978,9.64177994422929e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"54",-0.136120036609887,9.98845293751561e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"55",-0.137474419687491,9.64979833199972e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"56",-0.13740995487003,9.69726094162418e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"57",-0.138128706205739,0.000101124694367742,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"58",-0.13765650217371,9.74797484238791e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"59",-0.136782199228347,9.73645568161532e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"60",-0.13789470188975,9.82987038085254e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"61",-0.137933421308717,9.8187173811693e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"62",-0.137132478955726,9.61278403108927e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"63",-0.137369268411385,9.65884818941819e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"64",-0.137364771819875,9.6821634305917e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"65",-0.137646873666592,9.77569738553214e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"66",-0.136899792136475,9.67981295369571e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"67",-0.137239566858025,9.65641021221367e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"68",-0.137053167442552,9.65791695999527e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"69",-0.137513311856151,9.6732470467382e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"70",-0.137483886265678,9.68685603340006e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"71",-0.138360496010495,0.000106734323330586,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"72",-0.136942015823895,9.67583103794272e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"73",-0.137386101725082,9.69070247159231e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"74",-0.137325096442074,9.61897385316159e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"75",-0.137882477637492,9.81579737299199e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"76",-0.137530727350765,9.64461023028985e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"77",-0.137242320877588,9.63827121078007e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"78",-0.137274068598067,9.67486696213673e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"79",-0.137336328819783,9.6078361967089e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"80",-0.136933721774987,9.69687724175251e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"81",-0.136856527715729,9.68224424444887e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"82",-0.136964606239985,9.70133838782162e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"83",-0.13714904867376,9.66166216209956e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"84",-0.137005165485841,9.65170530175387e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"85",-0.137690360145435,9.74071109052586e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"86",-0.137064495797831,9.65154451869364e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"87",-0.137103794457508,9.66896919064852e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"88",-0.143226311287183,5.25032847144648e-06,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"89",-0.143315912753079,4.62386242577259e-06,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"90",-0.135790206784028,0.000197877239522652,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"91",-0.137194533135415,0.000106556160924053,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"92",-0.134631933575989,0.000302421541944144,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"93",-0.137466144539127,9.62693739988606e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"94",-0.138490646244997,6.20031054149449e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"95",-0.137807282292646,8.3427651450345e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"96",-0.135310064701727,0.000226630715403245,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"97",-0.13549435025965,0.000214049304206336,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"98",-0.13519941123565,0.000236000783754981,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"99",-0.135049981666785,9.59383211007579e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"100",-0.138040763925039,0.000110297739142241,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"101",-0.134846196057142,9.99192143901506e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"102",-0.135690889586572,9.74555285529052e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"103",-0.13651251654866,9.99139272658388e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"104",-0.13443426382708,9.83708181133443e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"105",-0.139167726467724,0.000116537816249144,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"106",-0.140556425148316,0.00013128902916892,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"107",-0.13751084953583,9.99899638027989e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"108",-0.136290662875198,9.18684748947547e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"109",-0.13792434032569,0.000103161168748091,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"110",-0.137369619337623,9.86131848590821e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"111",-0.136664761329165,9.39196151343152e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"112",-0.13636501686982,9.34711420883421e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"113",-0.139048778897442,0.000114473789217177,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"114",-0.138169396344055,0.000104275885648255,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"115",-0.136426598644702,9.31987706354051e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"116",-0.136948852993526,9.58227879098104e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"117",-0.136431179483676,9.40795335605177e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"118",-0.138920125195234,0.000111779561493964,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"119",-0.135714692938125,9.06027069182327e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"120",-0.137779796580308,0.000101400813363212,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"121",-0.138658355646395,0.000110371109831811,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"122",-0.137134698774044,9.71998680565311e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"123",-0.133559138715941,8.63921146409638e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"124",-0.138510725428083,0.000109241856131483,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"125",-0.136582092387329,9.4497687250779e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"126",-0.136502181702893,9.41794026199649e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"127",-0.137612757678652,9.99532809825631e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"128",-0.138155909726252,0.000102119538746323,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"129",-0.13828670837102,0.000102794586094527,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"130",-0.138140683886838,0.00010227328598208,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"131",-0.138861636901929,0.000106344157382054,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"132",-0.130669513394056,0.000118487807521393,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"133",-0.140102447091132,0.000117246457796757,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"134",-0.133116740853316,0.000101638487213921,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"135",-0.13904620948598,0.000107486035795166,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"136",-0.138201274130662,0.000102286698354217,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"137",-0.137532392285319,9.89566276989081e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"138",-0.136886013193095,9.68753969124671e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"139",-0.139045107427648,0.000107396345574773,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"140",-0.132080062357177,0.000107900913463933,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"141",-0.136827248847031,9.70427426972576e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"142",-0.137430378632889,9.86554530522252e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"143",-0.137304556154075,9.86915262245617e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"144",-0.138551658644478,0.000103982030984589,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"145",-0.137495160969539,9.87173446291986e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"146",-0.137648875242999,8.74282762572583e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"147",-0.13800922778849,7.71341100991348e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"148",-0.136357262973117,0.000132216376179096,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"149",-0.13854798658793,6.42065634475493e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"150",-0.137233461245419,9.8814487282366e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"151",-0.138256040955782,7.06912132235539e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"152",-0.137664698698692,8.63394565974488e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"153",-0.137251230249796,9.9351777256697e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"154",-0.136716464714806,0.000118367962917585,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"155",-0.137458458386917,9.26110329705419e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"156",-0.136965968738146,0.000107808930137105,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"157",-0.138359817561015,6.89168327693044e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"158",-0.138720025533958,6.00825377927662e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"159",-0.137590882546379,8.97478554179112e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"160",-0.137898721010957,8.06748373947796e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"161",-0.136292917743435,0.00013488845314769,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"162",-0.137379118574065,9.64686410455067e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"163",-0.13541921383199,0.000174968071757933,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"164",-0.137211526880401,0.000100543446149989,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"165",-0.137450104205212,9.44130499126392e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"166",-0.136889673208271,0.000112406755865015,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"167",-0.13675525218207,0.000117475557542461,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"168",-0.137473768827246,9.39355847180542e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"169",-0.137182452869316,0.000102684988300215,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"170",-0.136971448273594,0.000109415688801713,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"171",-0.137403661984917,9.50504913304743e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"172",-0.137385847770755,9.58691299700394e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"173",-0.138028129117692,7.76684717173629e-05,"rma.mv(yi = fisherZDiff, V = seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
